// According to fewest_remaining_solutions(…) / number of solutions = expected number of remaining solutions after guess
  887. 107.97 'cabre'
  888. 107.98 'abler'
  889. 108.00 'soger'
  890. 108.02 'tapir'
  891. 108.11 'bates'
  892. 108.11 'piler'
  893. 108.14 'morne'
  894. 108.22 'nites'
  895. 108.25 'peats'
  896. 108.32 'scrat'
  897. 108.34 'acred'
  898. 108.36 'spier'
  899. 108.36 'false'
  900. 108.37 'curse'
  901. 108.37 'sadhe'
  902. 108.39 'ceils'
  903. 108.39 'daris'
  904. 108.46 'unlet'
  905. 108.47 'minae'
  906. 108.51 'tarre'
  907. 108.53 'brose'
  908. 108.54 'lunar'
  909. 108.55 'runes'
  910. 108.56 'nelis'
  911. 108.57 'rakes'
  912. 108.57 'tawse'
  913. 108.62 'actor'
  914. 108.62 'herls'
  915. 108.69 'lants'
  916. 108.75 'lawer'
  917. 108.78 'parol'
  918. 108.84 'yarto'
  919. 108.87 'reman'
  920. 108.87 'artic'
  921. 108.88 'ashet'
  922. 108.92 'cedar'
  923. 108.93 'clean'
  924. 108.94 'tosed'
  925. 108.96 'ranee'
  926. 109.06 'troad'
  927. 109.10 'inset'
  928. 109.10 'aspie'
  929. 109.10 'siled'
  930. 109.11 'tules'
  931. 109.14 'drats'
  932. 109.18 'ileac'
  933. 109.21 'sucre'
  934. 109.29 'triad'
  935. 109.31 'since'
  936. 109.32 'opera'
  937. 109.32 'loper'
  938. 109.33 'caron'
  939. 109.34 'drent'
  940. 109.36 'sabir'
  941. 109.36 'argue'
  942. 109.37 'crans'
  943. 109.38 'apers'
  944. 109.38 'satin'
  945. 109.38 'elate'
  946. 109.42 'piert'
  947. 109.42 'rahed'
  948. 109.43 'ousel'
  949. 109.43 'manes'
  950. 109.45 'aryls'
  951. 109.48 'rohes'
  952. 109.49 'style'
  953. 109.53 'sapor'
  954. 109.53 'treys'
  955. 109.57 'tardo'
  956. 109.60 'riled'
  957. 109.65 'darts'
  958. 109.66 'roble'
  959. 109.67 'uteri'
  960. 109.68 'hayle'
